Country,City,State,Postal Code,Sub-Category,Sales,Quantity,Discount,Profit,Order Year,Order Month,Order Day,Order Weekday,Ship Year,Ship Month,Ship Day,Ship Weekday,Processing Time,Ship Mode_First Class,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Consumer,Segment_Corporate,Segment_Home Office,Region_Central,Region_East,Region_South,Region_West,Category_Furniture
0,28,8,33437,2,47.952,3,0.2,13.7862,2016,10,28,4,2016,10,28,4,0,0,1,0,0,1,0,0,0,0,1,0,1
0,28,8,33437,2,63.968,2,0.2,0.0,2016,10,28,4,2016,10,28,4,0,0,1,0,0,1,0,0,0,0,1,0,1
0,28,8,33437,2,165.048,3,0.2,41.262,2016,10,28,4,2016,10,28,4,0,0,1,0,0,1,0,0,0,0,1,0,1
0,316,44,98105,2,12.35,1,0.0,5.434,2014,8,11,0,2014,8,15,4,4,0,0,0,1,1,0,0,0,0,0,1,1
0,113,3,93727,3,764.688,6,0.2,95.586,2014,12,12,4,2014,12,14,6,2,0,0,1,0,1,0,0,0,0,0,1,1
0,113,3,93727,0,254.9745,3,0.15,11.9988,2014,12,12,4,2014,12,14,6,2,0,0,1,0,1,0,0,0,0,0,1,1
0,52,35,19013,2,6.696,1,0.2,0.5022,2017,3,10,4,2017,3,14,1,4,0,0,0,1,0,0,1,0,1,0,0,1
0,52,35,19013,2,43.872,2,0.2,11.5164,2017,3,10,4,2017,3,14,1,4,0,0,0,1,0,0,1,0,1,0,0,1
0,159,12,46350,2,41.85,5,0.0,10.881,2016,10,1,5,2016,10,2,6,1,1,0,0,0,1,0,0,1,0,0,0,1
0,184,3,90045,1,292.272,6,0.2,18.267,2014,12,24,2,2014,12,29,0,5,0,0,0,1,0,1,0,0,0,0,1,1
0,185,4,80027,2,29.328,3,0.2,3.666,2017,9,23,5,2017,9,27,2,4,0,0,0,1,0,1,0,0,0,0,1,1
0,232,30,10009,2,39.88,2,0.0,11.1664,2016,11,22,1,2016,11,26,5,4,0,0,0,1,0,1,0,0,1,0,0,1
0,323,43,22153,2,286.38,3,0.0,83.0502,2016,12,23,4,2016,12,25,6,2,0,0,1,0,1,0,0,0,0,1,0,1
0,9,43,22204,0,61.96,2,0.0,4.3372,2015,9,19,5,2015,9,24,3,5,0,0,1,0,0,0,1,0,0,1,0,1
0,66,9,31907,2,23.99,1,0.0,5.5177,2017,7,3,0,2017,7,7,4,4,0,0,0,1,1,0,0,0,0,1,0,1
0,256,3,91104,1,161.568,2,0.2,-8.0784,2016,6,20,0,2016,6,21,1,1,1,0,0,0,1,0,0,0,0,0,1,1
0,66,32,43229,1,155.372,2,0.3,-13.3176,2016,9,24,5,2016,10,1,5,7,0,0,0,1,1,0,0,0,1,0,0,1
0,184,3,90032,2,183.84,8,0.0,62.5056,2016,12,18,6,2016,12,23,4,5,0,0,0,1,0,1,0,0,0,0,1,1
0,264,35,19120,2,51.072,6,0.2,5.1072,2015,6,14,6,2015,6,18,3,4,0,0,0,1,0,0,1,0,1,0,0,1
0,307,3,94109,2,37.05,3,0.0,16.302,2016,5,23,0,2016,5,27,4,4,0,0,0,1,1,0,0,0,0,0,1,1
0,184,3,90008,2,25.11,3,0.0,6.5286,2017,4,2,6,2017,4,7,4,5,0,0,0,1,1,0,0,0,0,0,1,1
0,232,30,10011,2,29.78,2,0.0,8.0406,2017,3,31,4,2017,4,2,6,2,0,0,1,0,1,0,0,0,1,0,0,1
0,101,11,60201,1,258.279,3,0.3,-70.1043,2014,10,3,4,2014,10,8,2,5,0,0,1,0,1,0,0,1,0,0,0,1
0,307,3,94109,3,300.904,1,0.2,11.2839,2017,5,4,3,2017,5,9,1,5,0,0,0,1,0,1,0,0,0,0,1,1
0,109,40,76106,2,1.988,1,0.6,-1.4413,2017,4,26,2,2017,4,27,3,1,1,0,0,0,1,0,0,1,0,0,0,1
0,184,3,90049,1,145.568,2,0.2,0.0,2014,9,26,4,2014,10,1,2,5,0,0,1,0,1,0,0,0,0,0,1,1
0,266,3,90660,2,145.9,5,0.0,62.737,2017,7,8,5,2017,7,11,1,3,1,0,0,0,0,0,1,0,0,0,1,1
0,320,9,30080,2,18.84,3,0.0,7.1592,2016,2,5,4,2016,2,5,4,0,0,1,0,0,0,0,1,0,0,1,0,1
0,320,9,30080,0,239.98,2,0.0,52.7956,2016,2,5,4,2016,2,5,4,0,0,1,0,0,0,0,1,0,0,1,0,1
0,14,11,60505,3,66.645,3,0.5,-42.6528,2017,10,9,0,2017,10,14,5,5,0,0,0,1,0,1,0,1,0,0,0,1
0,66,32,43229,3,205.176,2,0.4,-58.1332,2016,4,19,1,2016,4,25,0,6,0,0,0,1,0,0,1,0,1,0,0,1
0,264,35,19143,3,154.764,3,0.4,-36.1116,2014,4,6,6,2014,4,8,1,2,1,0,0,0,0,0,1,0,1,0,0,1
0,232,30,10024,2,39.98,2,0.0,9.995,2016,9,2,4,2016,9,6,1,4,0,0,0,1,1,0,0,0,1,0,0,1
0,232,30,10035,1,408.006,2,0.1,72.5344,2016,7,9,5,2016,7,13,2,4,0,0,0,1,0,1,0,0,1,0,0,1
0,232,30,10035,2,165.28,4,0.0,14.8752,2016,7,9,5,2016,7,13,2,4,0,0,0,1,0,1,0,0,1,0,0,1
0,72,3,92627,2,37.74,3,0.0,12.8316,2017,1,28,5,2017,1,31,1,3,0,0,1,0,0,0,1,0,0,0,1,1
0,146,40,77041,2,4.928,4,0.6,-1.4784,2015,9,21,0,2015,9,24,3,3,1,0,0,0,0,1,0,1,0,0,0,1
0,66,9,31907,3,452.94,3,0.0,67.941,2017,6,12,0,2017,6,19,0,7,0,0,0,1,0,0,1,0,0,1,0,1
0,207,5,6457,2,27.46,2,0.0,9.8856,2014,5,4,6,2014,5,4,6,0,0,1,0,0,1,0,0,0,1,0,0,1
0,350,28,8360,3,244.006,2,0.3,-31.3722,2016,3,11,4,2016,3,15,1,4,0,0,0,1,1,0,0,0,1,0,0,1
0,120,1,85301,2,121.376,4,0.2,-3.0344,2014,8,8,4,2014,8,14,3,6,0,0,0,1,1,0,0,0,0,0,1,1
0,146,40,77036,2,6.688,4,0.6,-4.0128,2015,12,1,1,2015,12,2,2,1,0,1,0,0,1,0,0,1,0,0,0,1
0,184,3,90008,2,42.6,3,0.0,16.614,2015,11,3,1,2015,11,7,5,4,0,0,0,1,0,0,1,0,0,0,1,1
0,349,44,98661,2,9.64,2,0.0,3.6632,2017,10,30,0,2017,11,3,4,4,0,0,0,1,0,1,0,0,0,0,1,1
0,184,3,90045,2,9.94,2,0.0,3.0814,2016,11,24,3,2016,12,1,3,7,0,0,0,1,0,0,1,0,0,0,1,1
0,184,3,90036,2,8.36,2,0.0,3.0096,2017,9,12,1,2017,9,15,4,3,1,0,0,0,1,0,0,0,0,0,1,1
0,264,35,19120,1,63.686,1,0.3,-9.098,2017,12,11,0,2017,12,17,6,6,0,0,0,1,1,0,0,0,1,0,0,1
0,342,1,85705,2,206.112,6,0.2,48.9516,2015,12,6,6,2015,12,11,4,5,0,0,0,1,1,0,0,0,0,0,1,1
0,3,35,18103,2,11.648,2,0.2,3.3488,2016,7,22,4,2016,7,27,2,5,0,0,0,1,1,0,0,0,1,0,0,1
0,161,3,92677,0,203.983,2,0.15,16.7986,2017,2,10,4,2017,2,14,1,4,0,0,0,1,0,0,1,0,0,0,1,1
0,66,32,43229,2,8.32,5,0.2,2.288,2014,3,11,1,2014,3,16,6,5,0,0,1,0,1,0,0,0,1,0,0,1
0,316,44,98103,3,171.96,2,0.0,44.7096,2015,3,16,0,2015,3,18,2,2,0,0,1,0,1,0,0,0,0,0,1,1
0,184,3,90004,1,603.92,5,0.2,-67.941,2014,11,23,6,2014,11,25,1,2,1,0,0,0,1,0,0,0,0,0,1,1
0,184,3,90004,1,381.44,2,0.2,23.84,2014,11,23,6,2014,11,25,1,2,1,0,0,0,1,0,0,0,0,0,1,1
0,97,40,79907,1,763.28,5,0.3,-21.808,2014,12,15,0,2014,12,18,3,3,1,0,0,0,1,0,0,1,0,0,0,1
0,232,30,10024,2,47.04,3,0.0,18.3456,2015,8,9,6,2015,8,12,2,3,1,0,0,0,1,0,0,0,1,0,0,1
0,232,30,10024,2,6.16,2,0.0,2.9568,2015,8,9,6,2015,8,12,2,3,1,0,0,0,1,0,0,0,1,0,0,1
0,261,11,61604,0,359.058,3,0.3,-35.9058,2015,3,24,1,2015,3,27,4,3,1,0,0,0,0,0,1,1,0,0,0,1
0,66,32,43229,1,47.992,2,0.3,-2.0568,2017,5,8,0,2017,5,12,4,4,0,0,0,1,1,0,0,0,1,0,0,1
0,45,40,75007,2,15.992,2,0.6,-13.993,2017,11,19,6,2017,11,21,1,2,0,0,1,0,1,0,0,1,0,0,0,1
0,88,6,19901,2,211.96,2,0.0,42.392,2016,5,8,6,2016,5,13,4,5,0,0,1,0,0,1,0,0,1,0,0,1
0,184,3,90008,0,290.666,2,0.15,27.3568,2014,5,26,0,2014,5,30,4,4,0,0,0,1,0,1,0,0,0,0,1,1
0,155,44,98031,2,198.46,2,0.0,99.23,2017,7,8,5,2017,7,15,5,7,0,0,0,1,1,0,0,0,0,0,1,1
0,60,32,44105,2,17.92,5,0.2,2.464,2017,6,21,2,2017,6,25,6,4,0,0,1,0,1,0,0,0,1,0,0,1
0,354,7,20016,2,41.37,3,0.0,17.3754,2016,5,26,3,2016,6,1,2,6,0,0,0,1,1,0,0,0,1,0,0,1
0,210,46,53209,2,34.79,7,0.0,10.7849,2014,5,12,0,2014,5,15,3,3,1,0,0,0,1,0,0,1,0,0,0,1
0,146,40,77041,2,21.936,2,0.6,-10.4196,2015,9,17,3,2015,9,21,0,4,0,0,0,1,0,1,0,1,0,0,0,1
0,264,35,19134,2,42.368,2,0.2,8.4736,2014,9,7,6,2014,9,13,5,6,0,0,0,1,0,1,0,0,1,0,0,1
0,307,3,94110,2,14.82,3,0.0,6.2244,2016,11,7,0,2016,11,12,5,5,0,0,0,1,0,1,0,0,0,0,1,1
0,264,35,19140,2,310.88,2,0.2,23.316,2017,12,10,6,2017,12,12,1,2,1,0,0,0,1,0,0,0,1,0,0,1
0,66,32,43229,2,21.88,5,0.2,6.2905,2016,3,14,0,2016,3,19,5,5,0,0,0,1,1,0,0,0,1,0,0,1
0,307,3,94122,1,71.992,1,0.2,-0.8999,2017,10,30,0,2017,11,5,6,6,0,0,0,1,1,0,0,0,0,0,1,1
0,307,3,94110,0,307.666,2,0.15,-14.4784,2017,10,7,5,2017,10,13,4,6,0,0,0,1,1,0,0,0,0,0,1,1
0,232,30,10011,2,35.92,4,0.0,15.0864,2016,5,19,3,2016,5,24,1,5,0,0,0,1,1,0,0,0,1,0,0,1
0,232,30,10011,2,39.76,8,0.0,12.3256,2016,5,19,3,2016,5,24,1,5,0,0,0,1,1,0,0,0,1,0,0,1
0,54,11,60623,0,359.058,3,0.3,-71.8116,2015,12,20,6,2015,12,25,4,5,0,0,0,1,1,0,0,1,0,0,0,1
0,264,35,19140,2,7.168,2,0.2,0.9856,2017,10,30,0,2017,11,3,4,4,0,0,0,1,1,0,0,0,1,0,0,1
0,304,40,78207,3,206.962,2,0.3,-32.5226,2015,11,22,6,2015,11,27,4,5,0,0,0,1,0,0,1,1,0,0,0,1
0,241,3,94601,2,9.46,2,0.0,3.6894,2017,10,14,5,2017,10,17,1,3,1,0,0,0,1,0,0,0,0,0,1,1
0,306,3,92105,0,411.332,4,0.15,-4.8392,2015,9,5,5,2015,9,9,2,4,0,0,0,1,1,0,0,0,0,0,1,1
0,306,3,92105,0,293.199,3,0.15,-20.6964,2015,9,5,5,2015,9,9,2,4,0,0,0,1,1,0,0,0,0,0,1,1
0,325,43,23434,2,109.8,9,0.0,46.116,2016,8,4,3,2016,8,8,0,4,0,0,0,1,0,0,1,0,0,1,0,1
0,309,3,95123,2,215.65,5,0.0,73.321,2016,7,7,3,2016,7,11,0,4,0,0,0,1,1,0,0,0,0,0,1,1
0,13,44,98002,2,4.18,1,0.0,1.5048,2016,11,13,6,2016,11,19,5,6,0,0,0,1,0,0,1,0,0,0,1,1
0,54,11,60610,2,16.156,7,0.6,-12.117,2016,10,23,6,2016,10,29,5,6,0,0,0,1,0,1,0,1,0,0,0,1
0,233,32,43055,2,77.6,5,0.2,28.13,2017,11,20,0,2017,11,26,6,6,0,0,0,1,1,0,0,0,1,0,0,1
0,233,32,43055,2,4.656,2,0.2,1.5714,2017,11,20,0,2017,11,26,6,6,0,0,0,1,1,0,0,0,1,0,0,1
0,184,3,90045,3,170.136,3,0.2,-8.5068,2015,9,14,0,2015,9,18,4,4,0,0,0,1,0,1,0,0,0,0,1,1
0,54,11,60623,2,29.32,2,0.6,-24.189,2014,5,25,6,2014,5,29,3,4,0,0,0,1,1,0,0,1,0,0,0,1
0,54,11,60623,1,62.958,3,0.3,-2.6982,2016,2,16,1,2016,2,20,5,4,0,0,0,1,0,1,0,1,0,0,0,1
0,282,34,97756,2,11.84,4,0.2,3.108,2016,12,22,3,2016,12,28,2,6,0,0,0,1,1,0,0,0,0,0,1,1
0,282,34,97756,2,22.784,1,0.2,4.8416,2016,12,22,3,2016,12,28,2,6,0,0,0,1,1,0,0,0,0,0,1,1
0,226,33,74403,3,262.11,1,0.0,62.9064,2017,10,21,5,2017,10,21,5,0,0,1,0,0,0,0,1,1,0,0,0,1
0,217,31,28110,1,207.0,3,0.2,25.875,2015,11,5,3,2015,11,9,0,4,0,0,0,1,0,1,0,0,0,1,0,1
0,48,31,28205,2,44.128,4,0.2,12.1352,2014,8,1,4,2014,8,5,1,4,0,0,0,1,0,1,0,0,0,1,0,1
0,27,15,42104,1,140.81,1,0.0,39.4268,2016,7,18,0,2016,7,23,5,5,0,0,0,1,0,1,0,0,0,1,0,1
0,304,40,78207,2,40.784,2,0.6,-30.588,2015,2,9,0,2015,2,11,2,2,0,0,1,0,0,1,0,1,0,0,0,1
0,354,7,20016,2,37.68,2,0.0,15.8256,2017,1,12,3,2017,1,17,1,5,0,0,1,0,0,0,1,0,1,0,0,1
0,184,3,90004,1,362.352,3,0.2,27.1764,2017,9,10,6,2017,9,10,6,0,0,1,0,0,0,1,0,0,0,0,1,1
0,232,30,10009,0,257.568,2,0.2,-28.9764,2017,3,26,6,2017,3,27,0,1,1,0,0,0,1,0,0,0,1,0,0,1
0,14,4,80013,2,24.96,3,0.2,4.368,2016,10,13,3,2016,10,17,0,4,0,0,0,1,0,1,0,0,0,0,1,1
0,137,26,89015,2,196.45,5,0.0,70.722,2017,4,15,5,2017,4,18,1,3,1,0,0,0,0,1,0,0,0,0,1,1
0,307,3,94122,1,801.568,2,0.2,50.098,2014,7,21,0,2014,7,25,4,4,0,0,0,1,0,1,0,0,0,0,1,1
0,307,3,94122,3,272.848,1,0.2,27.2848,2014,7,21,0,2014,7,25,4,4,0,0,0,1,0,1,0,0,0,0,1,1
0,322,44,99207,3,70.98,1,0.0,20.5842,2017,11,21,1,2017,11,25,5,4,0,0,0,1,1,0,0,0,0,0,1,1
0,180,30,11561,0,176.784,1,0.2,-22.098,2016,3,10,3,2016,3,16,2,6,0,0,0,1,1,0,0,0,1,0,0,1
0,184,3,90049,1,393.568,4,0.2,-44.2764,2017,12,29,4,2018,1,2,1,4,0,0,0,1,1,0,0,0,0,0,1,1
0,232,30,10011,1,383.607,7,0.1,63.9345,2015,3,5,3,2015,3,5,3,0,0,1,0,0,1,0,0,0,1,0,0,1
0,307,3,94122,2,31.56,3,0.0,10.4148,2016,4,22,4,2016,4,26,1,4,0,0,1,0,1,0,0,0,0,0,1,1
0,323,34,97477,1,478.48,2,0.2,47.848,2017,10,21,5,2017,10,22,6,1,1,0,0,0,0,1,0,0,0,0,1,1
0,184,3,90008,2,136.92,4,0.0,41.076,2015,2,3,1,2015,2,4,2,1,1,0,0,0,0,1,0,0,0,0,1,1
0,242,30,11572,2,18.96,2,0.0,8.532,2017,12,18,0,2017,12,23,5,5,0,0,0,1,1,0,0,0,1,0,0,1
0,356,30,13601,1,462.564,2,0.1,97.6524,2017,8,17,3,2017,8,19,5,2,1,0,0,0,0,1,0,0,1,0,0,1
0,160,16,70506,0,145.74,3,0.0,23.3184,2017,8,6,6,2017,8,10,3,4,0,0,1,0,1,0,0,0,0,1,0,1
0,160,16,70506,2,15.4,5,0.0,7.392,2017,8,6,6,2017,8,10,3,4,0,0,1,0,1,0,0,0,0,1,0,1
0,307,3,94109,2,14.73,3,0.0,4.8609,2015,5,25,0,2015,5,27,2,2,0,0,1,0,0,0,1,0,0,0,1,1
0,32,4,80020,1,662.88,3,0.2,74.574,2016,7,8,4,2016,7,12,1,4,0,0,0,1,1,0,0,0,0,0,1,1
0,232,30,10009,2,11.54,2,0.0,3.462,2017,9,2,5,2017,9,6,2,4,0,0,0,1,0,1,0,0,1,0,0,1
0,218,0,36116,1,545.88,6,0.0,70.9644,2014,10,18,5,2014,10,20,0,2,0,0,1,0,0,1,0,0,0,1,0,1
0,29,3,94513,2,23.88,3,0.0,10.5072,2014,11,25,1,2014,11,27,3,2,0,0,1,0,0,1,0,0,0,0,1,1
0,146,40,77036,2,8.752,4,0.6,-3.7196,2017,12,2,5,2017,12,4,0,2,0,0,1,0,1,0,0,1,0,0,0,1
0,185,15,40214,1,304.45,5,0.0,76.1125,2017,12,25,0,2017,12,28,3,3,0,0,1,0,1,0,0,0,0,1,0,1
0,54,11,60623,0,183.372,2,0.3,-36.6744,2017,8,3,3,2017,8,4,4,1,1,0,0,0,1,0,0,1,0,0,0,1
0,13,0,36830,1,350.98,1,0.0,84.2352,2016,9,18,6,2016,9,23,4,5,0,0,0,1,1,0,0,0,0,1,0,1
0,316,44,98103,0,141.96,2,0.0,39.7488,2015,3,13,4,2015,3,15,6,2,1,0,0,0,1,0,0,0,0,0,1,1
0,288,21,55901,1,269.97,3,0.0,51.2943,2017,9,25,0,2017,9,29,4,4,0,0,0,1,1,0,0,1,0,0,0,1
0,261,1,85345,2,75.36,5,0.2,20.724,2015,6,18,3,2015,6,23,1,5,0,0,0,1,0,0,1,0,0,0,1,1
0,264,35,19134,2,289.8,7,0.2,36.225,2015,7,11,5,2015,7,13,0,2,1,0,0,0,1,0,0,0,1,0,0,1
0,264,35,19134,1,341.488,8,0.3,-73.176,2015,7,11,5,2015,7,13,0,2,1,0,0,0,1,0,0,0,1,0,0,1
0,264,35,19134,2,25.344,6,0.2,3.4848,2015,7,11,5,2015,7,13,0,2,1,0,0,0,1,0,0,0,1,0,0,1
0,286,12,47374,2,17.31,3,0.0,5.193,2016,12,1,3,2016,12,7,2,6,0,0,0,1,1,0,0,1,0,0,0,1
0,87,20,48227,3,411.8,2,0.0,70.006,2017,12,22,4,2017,12,25,0,3,1,0,0,0,1,0,0,1,0,0,0,1
0,184,3,90049,1,146.352,3,0.2,-9.147,2014,10,31,4,2014,11,4,1,4,0,0,0,1,0,1,0,0,0,0,1,1
0,248,3,91761,1,283.92,5,0.2,-46.137,2017,11,20,0,2017,11,25,5,5,0,0,0,1,1,0,0,0,0,0,1,1
0,307,3,94122,2,58.2,3,0.0,28.518,2014,12,1,0,2014,12,5,4,4,0,0,0,1,1,0,0,0,0,0,1,1
0,265,1,85023,2,7.712,2,0.2,1.7352,2015,12,24,3,2015,12,29,1,5,0,0,0,1,1,0,0,0,0,0,1,1
0,365,6,19805,3,310.443,3,0.3,-48.7839,2017,7,15,5,2017,7,19,2,4,0,0,0,1,1,0,0,0,1,0,0,1
0,219,21,56560,1,479.9,5,0.0,81.583,2014,11,17,0,2014,11,21,4,4,0,0,0,1,0,0,1,1,0,0,0,1
0,342,1,85705,1,259.136,4,0.2,-25.9136,2014,7,18,4,2014,7,18,4,0,0,1,0,0,0,0,1,0,0,0,1,1
0,281,3,92374,1,323.136,4,0.2,20.196,2015,10,31,5,2015,10,31,5,0,0,1,0,0,1,0,0,0,0,0,1,1
0,281,3,92374,0,425.833,1,0.15,20.0392,2015,10,31,5,2015,10,31,5,0,0,1,0,0,1,0,0,0,0,0,1,1
0,288,30,14609,3,209.67,1,0.4,-13.978,2015,10,12,0,2015,10,17,5,5,0,0,1,0,1,0,0,0,1,0,0,1
0,326,3,94086,1,215.976,3,0.2,-2.6997,2017,11,9,3,2017,11,11,5,2,1,0,0,0,0,1,0,0,0,0,1,1
0,169,20,48911,0,241.96,2,0.0,41.1332,2017,9,22,4,2017,9,24,6,2,0,0,1,0,0,0,1,1,0,0,0,1
0,264,35,19134,2,64.944,3,0.2,6.4944,2015,10,4,6,2015,10,9,4,5,0,0,0,1,0,0,1,0,1,0,0,1
0,88,27,3820,2,139.86,7,0.0,60.1398,2014,5,20,1,2014,5,22,3,2,0,0,1,0,0,1,0,0,1,0,0,1
0,121,40,75051,2,14.76,5,0.6,-11.439,2015,12,31,3,2016,1,5,1,5,0,0,0,1,1,0,0,1,0,0,0,1
0,370,35,17403,1,422.058,3,0.3,-18.0882,2016,6,25,5,2016,6,29,2,4,0,0,0,1,0,1,0,0,1,0,0,1
0,67,3,94521,2,43.31,1,0.0,4.331,2014,12,12,4,2014,12,17,2,5,0,0,0,1,1,0,0,0,0,0,1,1
0,63,40,77840,1,233.058,3,0.3,-53.2704,2017,11,19,6,2017,11,26,6,7,0,0,0,1,1,0,0,1,0,0,0,1
0,76,40,75081,2,22.608,3,0.6,-10.1736,2016,4,30,5,2016,5,5,3,5,0,0,0,1,0,0,1,1,0,0,0,1
0,57,32,45231,2,79.384,1,0.2,29.769,2016,5,14,5,2016,5,14,5,0,0,1,0,0,1,0,0,0,1,0,0,1
0,303,40,76903,1,305.312,2,0.3,-8.7232,2017,11,19,6,2017,11,25,5,6,0,0,0,1,0,1,0,1,0,0,0,1
0,232,30,10009,1,442.764,4,0.1,59.0352,2016,5,7,5,2016,5,11,2,4,0,0,0,1,1,0,0,0,1,0,0,1
0,232,30,10009,2,63.68,8,0.0,28.0192,2016,5,7,5,2016,5,11,2,4,0,0,0,1,1,0,0,0,1,0,0,1
0,66,12,47201,2,121.3,2,0.0,25.473,2017,8,10,3,2017,8,15,1,5,0,0,0,1,1,0,0,1,0,0,0,1
0,178,2,72209,2,22.2,6,0.0,9.102,2014,6,1,6,2014,6,6,4,5,0,0,0,1,1,0,0,0,0,1,0,1
0,316,44,98103,2,191.82,3,0.0,74.8098,2015,9,6,6,2015,9,12,5,6,0,0,0,1,0,0,1,0,0,0,1,1
0,168,35,17602,2,20.104,1,0.2,1.7591,2015,6,29,0,2015,7,5,6,6,0,0,0,1,1,0,0,0,1,0,0,1
0,232,30,10035,2,27.42,1,0.0,11.2422,2017,11,21,1,2017,11,25,5,4,0,0,0,1,1,0,0,0,1,0,0,1
0,309,3,95123,1,108.608,4,0.2,9.5032,2017,10,1,6,2017,10,2,0,1,1,0,0,0,1,0,0,0,0,0,1,1
0,195,32,43302,1,70.686,1,0.3,-24.2352,2015,12,6,6,2015,12,6,6,0,0,1,0,0,1,0,0,0,1,0,0,1
0,159,12,46350,2,526.45,5,0.0,31.587,2017,6,26,0,2017,7,1,5,5,0,0,0,1,1,0,0,1,0,0,0,1
0,54,11,60610,2,44.4,2,0.6,-52.17,2017,4,20,3,2017,4,26,2,6,0,0,0,1,0,0,1,1,0,0,0,1
0,18,17,4401,2,109.48,2,0.0,33.9388,2016,9,17,5,2016,9,22,3,5,0,0,0,1,0,1,0,0,1,0,0,1
0,9,43,22204,0,359.97,3,0.0,79.1934,2017,2,6,0,2017,2,9,3,3,1,0,0,0,1,0,0,0,0,1,0,1
0,307,3,94122,2,435.26,7,0.0,95.7572,2015,3,6,4,2015,3,11,2,5,0,0,0,1,1,0,0,0,0,0,1,1
0,184,3,90036,3,143.432,1,0.2,3.5858,2014,10,3,4,2014,10,8,2,5,0,0,1,0,0,1,0,0,0,0,1,1
0,184,3,90036,1,122.352,3,0.2,13.7646,2014,10,3,4,2014,10,8,2,5,0,0,1,0,0,1,0,0,0,0,1,1
0,321,22,38671,3,85.98,1,0.0,22.3548,2014,6,27,4,2014,7,1,1,4,0,0,0,1,1,0,0,0,0,1,0,1
0,316,44,98115,1,97.568,2,0.2,-6.098,2017,10,30,0,2017,11,2,3,3,1,0,0,0,1,0,0,0,0,0,1,1
0,316,44,98115,1,614.272,8,0.2,-23.0352,2017,10,30,0,2017,11,2,3,3,1,0,0,0,1,0,0,0,0,0,1,1
0,316,44,98115,0,199.98,2,0.0,37.9962,2017,10,30,0,2017,11,2,3,3,1,0,0,0,1,0,0,0,0,0,1,1
0,316,44,98115,3,892.98,2,0.0,80.3682,2017,1,8,6,2017,1,11,2,3,1,0,0,0,0,1,0,0,0,0,1,1
0,207,5,6457,2,181.95,3,0.0,38.2095,2017,12,23,5,2017,12,27,2,4,0,0,0,1,0,1,0,0,1,0,0,1
0,54,11,60623,0,141.372,2,0.3,-14.1372,2016,12,23,4,2016,12,24,5,1,1,0,0,0,0,1,0,1,0,0,0,1
0,261,1,85345,1,280.792,1,0.2,35.099,2017,6,11,6,2017,6,12,0,1,1,0,0,0,0,0,1,0,0,0,1,1
0,318,38,57103,1,182.94,3,0.0,27.441,2017,7,20,3,2017,7,25,1,5,0,0,0,1,0,1,0,1,0,0,0,1
0,232,30,10035,0,46.384,1,0.2,1.1596,2015,9,15,1,2015,9,19,5,4,0,0,1,0,0,1,0,0,1,0,0,1
0,264,35,19140,2,547.136,4,0.2,-68.392,2015,12,25,4,2015,12,29,1,4,0,0,0,1,0,1,0,0,1,0,0,1
0,110,19,2038,2,63.2,5,0.0,23.384,2014,12,31,2,2015,1,3,5,3,1,0,0,0,0,0,1,0,1,0,0,1
0,304,40,78207,3,557.585,5,0.3,0.0,2016,3,13,6,2016,3,18,4,5,0,0,0,1,1,0,0,1,0,0,0,1
0,357,43,22980,2,127.88,2,0.0,40.9216,2016,3,13,6,2016,3,18,4,5,0,0,0,1,0,0,1,0,0,1,0,1
0,295,3,95823,1,120.712,1,0.2,-18.1068,2014,11,24,0,2014,11,26,2,2,0,0,1,0,1,0,0,0,0,0,1,1
0,103,32,45014,2,532.704,6,0.2,-26.6352,2016,9,23,4,2016,9,27,1,4,0,0,0,1,0,1,0,0,1,0,0,1
0,14,11,60505,2,60.288,8,0.6,-27.1296,2016,7,7,3,2016,7,11,0,4,0,0,1,0,0,1,0,1,0,0,0,1
0,14,11,60505,1,253.372,2,0.3,-14.4784,2016,7,7,3,2016,7,11,0,4,0,0,1,0,0,1,0,1,0,0,0,1
0,183,32,44052,2,54.712,7,0.2,11.6263,2016,5,6,4,2016,5,10,1,4,0,0,0,1,0,0,1,0,1,0,0,1
0,232,30,10009,2,113.92,4,0.0,42.1504,2015,12,6,6,2015,12,10,3,4,0,0,0,1,1,0,0,0,1,0,0,1
0,307,3,94122,2,211.84,8,0.0,76.2624,2017,3,23,3,2017,3,25,5,2,1,0,0,0,0,0,1,0,0,0,1,1
0,184,3,90045,3,629.064,3,0.2,31.4532,2014,11,12,2,2014,11,16,6,4,0,0,0,1,1,0,0,0,0,0,1,1
0,210,46,53209,1,754.45,5,0.0,60.356,2016,12,29,3,2017,1,2,0,4,0,0,0,1,1,0,0,1,0,0,0,1
0,144,19,1040,0,301.96,2,0.0,60.392,2015,7,6,0,2015,7,11,5,5,0,0,0,1,0,0,1,0,1,0,0,1
0,9,40,76017,2,12.544,7,0.6,-9.0944,2016,6,11,5,2016,6,17,4,6,0,0,0,1,0,1,0,1,0,0,0,1
0,316,44,98103,2,7.4,2,0.0,3.034,2017,12,28,3,2018,1,2,1,5,0,0,0,1,0,1,0,0,0,0,1,1
0,232,30,10009,1,366.786,7,0.1,65.2064,2014,3,25,1,2014,4,1,1,7,0,0,0,1,1,0,0,0,1,0,0,1
0,329,8,33614,2,7.904,2,0.2,2.1736,2017,7,17,0,2017,7,22,5,5,0,0,0,1,1,0,0,0,0,1,0,1
